"","komitet","procent"
"1","Liczba wyborców",1380
"2","Liczba kart oddanych",680
"3","Liczba głosów ważnych",680
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",10
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",10.29
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.59
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",49.41
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",21.47
"9","KOMITET WYBORCZY NARODOWEGO ODRODZENIA POLSKI",0.15
"10","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",1.32
"11","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.29
"12","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",0.59
"13","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.74
"14","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",1.03
"15","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.15
"16","KOMITET WYBORCZY LEWICA",0.15
"17","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",1.03
"18","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",0.59
"19","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.74
"20","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",1.47
