"","komitet","procent"
"1","Liczba wyborców",1249
"2","Liczba kart oddanych",758
"3","Liczba głosów ważnych",598
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",11.87
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",39.13
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",1
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",4.18
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",25.59
"9","KOMITET WYBORCZY NARODOWEGO ODRODZENIA POLSKI",0.67
"10","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",9.53
"11","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",1
"12","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",1.67
"13","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",1.51
"14","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",0.67
"15","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.33
"16","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",1.17
"17","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.5
"18","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",1.17
