"","komitet","procent"
"1","Liczba wyborców",1978
"2","Liczba kart oddanych",827
"3","Liczba głosów ważnych",744
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",14.52
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",3.23
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.27
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",36.69
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",32.12
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",1.61
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.81
"11","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.67
"12","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",6.05
"13","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.81
"14","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",1.21
"15","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.67
"16","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",1.34
