"","komitet","procent"
"1","Liczba wyborców",1785
"2","Liczba kart oddanych",873
"3","Liczba głosów ważnych",804
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",7.71
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",1.99
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.5
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",56.97
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",23.76
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0.5
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.25
"11","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",1
"12","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",4.23
"13","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.37
"14","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",1.24
"15","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.37
"16","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",1.12
