"","komitet","procent"
"1","Liczba wyborców",2150
"2","Liczba kart oddanych",1072
"3","Liczba głosów ważnych",973
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",11.72
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",3.91
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.72
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",46.45
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",26.93
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",1.44
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.1
"11","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.51
"12","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",4.83
"13","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0
"14","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",1.64
"15","KOMITET WYBORCZY WYBORCÓW POLSKI KIERUNEK",0.1
"16","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.41
"17","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",1.23
