"","komitet","procent"
"1","Liczba wyborców",1559
"2","Liczba kart oddanych",615
"3","Liczba głosów ważnych",551
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",17.06
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",2.72
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.36
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",43.01
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",27.95
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",1.09
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.18
"11","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.36
"12","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",2.9
"13","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",1.27
"14","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",1.27
"15","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.54
"16","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",1.27
