"","komitet","procent"
"1","Liczba wyborców",1140
"2","Liczba kart oddanych",524
"3","Liczba głosów ważnych",423
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",22.7
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",35.7
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",1.18
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",9.93
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",10.4
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",1.89
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0
"11","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",0.71
"12","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.47
"13","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",0.71
"14","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.71
"15","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",11.82
"16","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",0.47
"17","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.95
"18","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",2.36
