"","komitet","procent"
"1","Liczba wyborców",1018
"2","Liczba kart oddanych",622
"3","Liczba głosów ważnych",513
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",12.28
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",32.55
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.78
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",9.94
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",30.6
"9","KOMITET WYBORCZY NARODOWEGO ODRODZENIA POLSKI",0.97
"10","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",5.07
"11","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.58
"12","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",0.39
"13","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.58
"14","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",0.97
"15","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.78
"16","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",3.51
"17","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.97
"18","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0
