"","komitet","procent"
"1","Liczba wyborców",544
"2","Liczba kart oddanych",372
"3","Liczba głosów ważnych",231
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",14.72
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",32.9
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",2.16
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",9.96
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",20.78
"9","KOMITET WYBORCZY NARODOWEGO ODRODZENIA POLSKI",1.73
"10","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",1.3
"11","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.43
"12","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",5.19
"13","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0
"14","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",1.73
"15","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",1.73
"16","KOMITET WYBORCZY LEWICA",2.6
"17","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",0.43
"18","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",0.43
"19","KOMITET WYBORCZY LIGA POLSKICH RODZIN",1.73
"20","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",1.3
"21","KOMITET WYBORCZY WYBORCÓW MŁODZI GWARANCJĄ ZMIAN",0.87
