"","komitet","procent"
"1","Liczba wyborców",1594
"2","Liczba kart oddanych",765
"3","Liczba głosów ważnych",724
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",28.04
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",4.14
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",1.24
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",38.95
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",16.99
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0.97
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.14
"11","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.28
"12","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",6.49
"13","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.41
"14","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",1.1
"15","KOMITET WYBORCZY WYBORCÓW POLSKI KIERUNEK",0.28
"16","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.28
"17","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.69
