"","komitet","procent"
"1","Liczba wyborców",1219
"2","Liczba kart oddanych",530
"3","Liczba głosów ważnych",472
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",9.32
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",7.84
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.42
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",47.25
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",24.15
"9","KOMITET WYBORCZY NARODOWEGO ODRODZENIA POLSKI",0.42
"10","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0.21
"11","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.42
"12","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",0.21
"13","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",1.06
"14","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",2.97
"15","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",1.06
"16","KOMITET WYBORCZY LEWICA",0.42
"17","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",1.69
"18","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",0.64
"19","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.42
"20","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",1.48
