"","komitet","procent"
"1","Liczba wyborców",1761
"2","Liczba kart oddanych",1086
"3","Liczba głosów ważnych",902
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",9.09
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",28.82
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.67
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",26.39
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",20.07
"9","KOMITET WYBORCZY NARODOWEGO ODRODZENIA POLSKI",0.55
"10","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",1.44
"11","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.22
"12","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",0.11
"13","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.22
"14","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",2.55
"15","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.67
"16","KOMITET WYBORCZY LEWICA",0.89
"17","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",0.78
"18","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",4.55
"19","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.89
"20","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",2.11
