"","komitet","procent"
"1","Liczba wyborców",184
"2","Liczba kart oddanych",99
"3","Liczba głosów ważnych",89
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",4.49
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",75.28
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",4.49
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",6.74
"9","KOMITET WYBORCZY NARODOWEGO ODRODZENIA POLSKI",0
"10","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0
"11","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",1.12
"12","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",5.62
"13","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0
"14","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",0
"15","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",1.12
"16","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",0
"17","KOMITET WYBORCZY LIGA POLSKICH RODZIN",1.12
"18","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0
