"","komitet","procent"
"1","Liczba wyborców",1220
"2","Liczba kart oddanych",570
"3","Liczba głosów ważnych",437
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",11.9
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",28.38
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",1.14
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",8.24
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",38.9
"9","KOMITET WYBORCZY NARODOWEGO ODRODZENIA POLSKI",0.46
"10","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",6.18
"11","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.23
"12","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",0.92
"13","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.69
"14","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",0.23
"15","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.69
"16","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",1.14
"17","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.46
"18","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.46
