"","komitet","procent"
"1","Liczba wyborców",533
"2","Liczba kart oddanych",316
"3","Liczba głosów ważnych",252
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",7.94
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",19.44
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",1.19
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",19.05
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",36.51
"9","KOMITET WYBORCZY NARODOWEGO ODRODZENIA POLSKI",0
"10","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",1.19
"11","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.4
"12","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",0.79
"13","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.79
"14","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",3.57
"15","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",1.19
"16","KOMITET WYBORCZY LEWICA",0
"17","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",2.38
"18","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",0
"19","KOMITET WYBORCZY LIGA POLSKICH RODZIN",1.59
"20","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",3.97
