"","komitet","procent"
"1","Liczba wyborców",488
"2","Liczba kart oddanych",269
"3","Liczba głosów ważnych",194
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",9.79
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",71.65
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",2.06
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",2.58
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",8.25
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0.52
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0
"11","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",0
"12","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0
"13","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",0.52
"14","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0
"15","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",0.52
"16","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",2.58
"17","KOMITET WYBORCZY LIGA POLSKICH RODZIN",1.03
"18","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.52
