"","komitet","procent"
"1","Liczba wyborców",1975
"2","Liczba kart oddanych",1149
"3","Liczba głosów ważnych",1101
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",25.61
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",3.09
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.64
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",44.78
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",13.62
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",1.36
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.27
"11","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.18
"12","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",7.63
"13","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.27
"14","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",0.91
"15","KOMITET WYBORCZY WYBORCÓW POLSKI KIERUNEK",0
"16","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.36
"17","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",1.27
