"","komitet","procent"
"1","Liczba wyborców",671
"2","Liczba kart oddanych",423
"3","Liczba głosów ważnych",351
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",11.11
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",27.92
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",1.14
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",6.55
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",47.01
"9","KOMITET WYBORCZY NARODOWEGO ODRODZENIA POLSKI",1.42
"10","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",1.42
"11","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.85
"12","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",0.85
"13","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.28
"14","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",0.28
"15","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0
"16","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",0.28
"17","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.57
"18","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.28
