"","komitet","procent"
"1","Liczba wyborców",2017
"2","Liczba kart oddanych",1002
"3","Liczba głosów ważnych",916
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",18.45
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",36.9
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.44
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",17.58
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",19.76
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0.44
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",1.2
"11","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",0.33
"12","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.55
"13","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",1.75
"14","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.11
"15","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",1.2
"16","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",0.22
"17","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.33
"18","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.76
