"","komitet","procent"
"1","Liczba wyborców",1225
"2","Liczba kart oddanych",596
"3","Liczba głosów ważnych",447
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",12.3
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",24.38
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.45
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",14.77
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",35.79
"9","KOMITET WYBORCZY NARODOWEGO ODRODZENIA POLSKI",0.45
"10","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",1.79
"11","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.89
"12","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",2.91
"13","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.45
"14","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",1.57
"15","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.67
"16","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",1.34
"17","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.67
"18","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",1.57
