"","komitet","procent"
"1","Liczba wyborców",1724
"2","Liczba kart oddanych",896
"3","Liczba głosów ważnych",798
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",35.46
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",8.27
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.88
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",24.81
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",15.91
"9","KOMITET WYBORCZY NARODOWEGO ODRODZENIA POLSKI",0.5
"10","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0.75
"11","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.25
"12","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",0.25
"13","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",1.88
"14","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",1.38
"15","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.25
"16","KOMITET WYBORCZY LEWICA",0.25
"17","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",2.38
"18","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",5.01
"19","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.5
"20","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",1.25
