"","komitet","procent"
"1","Liczba wyborców",2132
"2","Liczba kart oddanych",1194
"3","Liczba głosów ważnych",1007
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",9.93
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",47.07
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.7
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",9.63
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",29
"9","KOMITET WYBORCZY NARODOWEGO ODRODZENIA POLSKI",0.1
"10","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0.4
"11","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.1
"12","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",0.2
"13","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.3
"14","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",0.89
"15","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.1
"16","KOMITET WYBORCZY LEWICA",0.3
"17","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",0.3
"18","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",0.3
"19","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.3
"20","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.4
