"","komitet","procent"
"1","Liczba wyborców",1632
"2","Liczba kart oddanych",925
"3","Liczba głosów ważnych",837
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",6.21
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",16.37
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.96
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",31.42
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",28.91
"9","KOMITET WYBORCZY NARODOWEGO ODRODZENIA POLSKI",0.48
"10","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",1.91
"11","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.36
"12","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",0
"13","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.72
"14","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",7.53
"15","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.48
"16","KOMITET WYBORCZY LEWICA",0.96
"17","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",1.31
"18","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",0
"19","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.24
"20","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",2.15
