"","komitet","procent"
"1","Liczba wyborców",1340
"2","Liczba kart oddanych",716
"3","Liczba głosów ważnych",582
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",11.86
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",7.22
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",2.06
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",32.65
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",33.16
"9","KOMITET WYBORCZY NARODOWEGO ODRODZENIA POLSKI",0.86
"10","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",1.37
"11","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.52
"12","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",0.69
"13","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",1.2
"14","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",3.09
"15","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.52
"16","KOMITET WYBORCZY LEWICA",0.34
"17","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",0.86
"18","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",0.34
"19","KOMITET WYBORCZY LIGA POLSKICH RODZIN",1.03
"20","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",2.23
